STA,NET,DIST,STA_LAT,STA_LON,EQ_LAT,EQ_LON,EQ_DEP,EQ_MAG,ORIG_TIME,AZ,BAZ,PHASE,DT,PREM,AMP,POLARITY,POLARITY_COFLAG,ONSET,ENDSET,SNR_AVE,SNR_PEAK_TROUGH,SNR_PEAK,MISFIT_SIG,MISFIT_PRE,MISFIT_POST,MISFIT_PRE2T,MISFIT_POST2T,TSTAR_FACTOR,STRETCH_FACTOR,CCC_SEW,CCC_GEW,RECORD_GAU,EW_GAU,GAU_MISFIT,WEIGHT,TRAFFIC_IN_NOISE,ONE_PERIOD,PERIOD_FLAG
INCN,IU,       81.10200,       37.47800,      126.62400,      -24.06100,     -177.03600,      110.90000,        7.20000,19960416003054.05859,      317.89200,      129.70500,ScSScSScS,        6.40000,     2966.79000,        0.00000,       -0.83000,0,        7.20000,       24.20000,        3.76000,        0.00000,        0.00000,        0.06000,        0.36000,        0.22000,        0.16000,        0.03000,       10.19000,        1.59000,        0.92000,        0.99000,       39.20000,       26.70000,        0.49000,        0.14000,0,       36.80000,0
XAN,IC,       91.11900,       34.03100,      108.92400,      -24.06100,     -177.03600,      110.90000,        7.20000,19960416003054.05859,      306.98800,      118.60400,ScSScSScSScS,        0.50000,     3894.51000,        0.00000,       -0.78000,0,        2.30000,       14.10000,        2.61000,        0.00000,        0.00000,        0.02000,        0.14000,        0.45000,        0.10000,        0.28000,        0.69000,        1.05000,        0.98000,        0.99000,       27.36000,       26.70000,        0.04000,        0.48000,0,       30.20000,0
JIZ,BO,       72.13100,       34.91700,      138.99400,      -24.06100,     -177.03600,      110.90000,        7.20000,19960416003054.05859,      323.14000,      138.21700,ScSScSScSScSScS,       -2.70000,     4743.09000,        0.00000,       -0.79000,0,       -1.20000,       12.60000,        1.77000,        0.00000,        0.00000,        0.13000,        0.13000,        0.31000,        0.26000,        0.57000,        4.64000,        1.24000,        0.93000,        0.96000,       32.02000,       26.70000,        0.22000,        0.06000,0,       35.20000,0
SGN,BO,       72.60000,       35.51000,      138.94400,      -24.06100,     -177.03600,      110.90000,        7.20000,19960416003054.05859,      323.52100,      138.30500,ScSScSScSScSScS,       -1.90000,     4744.26000,        0.00000,       -0.79000,0,       -0.30000,       13.10000,        1.95000,        0.00000,        0.00000,        0.04000,        0.17000,        0.32000,        0.27000,        0.80000,        3.72000,        1.19000,        0.97000,        0.99000,       30.95000,       26.70000,        0.18000,        0.31000,0,       34.40000,0
ARC,BK,       76.65900,       40.87800,     -124.07700,       27.72700,      139.74700,      468.50000,        6.30000,19960626032236.00000,       50.80300,      295.02000,ScSScSScS,      -14.50000,     2871.91000,        0.00000,        0.29000,0,      -13.10000,        0.90000,        4.84000,        0.00000,        0.00000,        0.04000,        0.09000,        0.35000,        0.08000,        0.08000,       14.62000,        1.95000,        0.86000,        1.00000,       32.52000,       24.30000,        0.88000,        0.97000,0,       36.40000,0
KOG,G,       29.91500,        5.20700,      -52.73200,      -21.99900,      -65.71900,      276.20000,        7.00000,19970123021519.78906,       26.60700,      204.65800,SSSSm,       10.80000,     5389.13000,        0.00000,        0.73000,0,       12.10000,       26.70000,        2.79000,        0.00000,        0.00000,        0.11000,        0.23000,        0.32000,        0.17000,        0.21000,        6.76000,        1.29000,        0.92000,        0.94000,       33.81000,       27.90000,        0.27000,        0.12000,0,       36.80000,0
LVZ,II,      114.11200,       67.89800,       34.65100,      -21.99900,      -65.71900,      276.20000,        7.00000,19970123021519.78906,       24.07100,      270.81200,SSSSm,       11.30000,     4433.37000,        0.00000,        0.71000,0,       12.90000,       26.10000,        2.58000,        0.00000,        0.00000,        0.12000,        0.19000,        0.15000,        0.10000,        0.19000,        3.57000,        1.16000,        0.90000,        0.95000,       30.49000,       27.90000,        0.14000,        0.05000,0,       33.60000,0
ISA,CI,       76.09600,       35.66300,     -118.47400,      -21.99900,      -65.71900,      276.20000,        7.00000,19970123021519.78906,      318.08400,      130.44000,SSSm,        7.60000,     4367.37000,        0.00000,        0.79000,0,        8.00000,       27.60000,        5.20000,        0.00000,        0.00000,        0.11000,        0.07000,        0.31000,        0.22000,        0.44000,       16.64000,        1.87000,        0.92000,        0.94000,       45.51000,       27.90000,        0.70000,        0.23000,0,       36.80000,0
GSC,CI,       74.83200,       35.30200,     -116.80600,      -21.99900,      -65.71900,      276.20000,        7.00000,19970123021519.78906,      318.72600,      131.56500,ScSScSScS,       16.90000,     2904.48000,        0.00000,        0.84000,0,       18.30000,       28.10000,        3.21000,        0.00000,        0.00000,        0.03000,        0.23000,        0.43000,        0.38000,        0.16000,        0.84000,        0.94000,        0.96000,        0.99000,       22.38000,       27.90000,       -0.16000,        0.07000,0,       25.60000,0
CRZF,G,       91.56200,      -46.43000,       51.86100,      -21.99900,      -65.71900,      276.20000,        7.00000,19970123021519.78906,      142.16100,      235.36800,ScSScSScS,       -2.60000,     2978.19000,        0.00000,       -0.85000,0,       -0.90000,       10.30000,        3.22000,        0.00000,        0.00000,        0.10000,        0.16000,        0.27000,        0.13000,        0.34000,        0.97000,        0.97000,        0.99000,        0.98000,       25.82000,       27.90000,       -0.03000,        0.38000,0,       28.80000,0
MHV,GE,      115.43300,       54.95900,       37.76600,      -21.99900,      -65.71900,      276.20000,        7.00000,19970123021519.78906,       38.39600,      267.53300,ScSScSScS,      -12.60000,     3112.91000,        0.00001,        0.64000,0,      -11.50000,        4.50000,        4.19000,        0.00000,        0.00000,        0.03000,        0.10000,        0.22000,        0.06000,        0.25000,        9.54000,        1.43000,        0.93000,        1.00000,       36.87000,       27.90000,        0.38000,        0.86000,0,       36.80000,0
ISA,CI,       76.09600,       35.66300,     -118.47400,      -21.99900,      -65.71900,      276.20000,        7.00000,19970123021519.78906,      318.08400,      130.44000,ScSScSScS,       14.30000,     2909.71000,        0.00000,        0.84000,0,       16.00000,       26.80000,        5.15000,        0.00000,        0.00000,        0.09000,        0.18000,        0.22000,        0.02000,        0.19000,        0.94000,        0.93000,        0.72000,        1.00000,       25.05000,       27.90000,       -0.06000,        0.64000,0,       28.20000,0
MTJA,XU,       96.58300,      -43.98600,      170.46500,      -21.99900,      -65.71900,      276.20000,        7.00000,19970123021519.78906,      217.12200,      129.13500,ScSScSScS,       -4.10000,     3008.77000,        0.00001,       -0.66000,0,       -0.80000,       21.40000,        3.63000,        0.00000,        0.00000,        0.07000,        0.14000,        0.40000,        0.15000,       -0.00000,       20.80000,        2.53000,        0.79000,        0.97000,       51.31000,       27.90000,        0.92000,        0.58000,0,       36.80000,0
WET,GR,       99.25300,       49.14500,       12.88000,      -21.99900,      -65.71900,      276.20000,        7.00000,19970123021519.78906,       40.70200,      247.12100,ScSScSScS,        7.70000,     3018.36000,        0.00000,        0.61000,0,        9.30000,       22.70000,        2.03000,        0.00000,        0.00000,        0.03000,        0.27000,        0.58000,        0.09000,        0.75000,        4.06000,        1.19000,        0.94000,        0.99000,       30.98000,       27.90000,        0.16000,        0.28000,0,       34.60000,0
DPC,CZ,      101.82900,       50.35800,       16.41100,      -21.99900,      -65.71900,      276.20000,        7.00000,19970123021519.78906,       40.40700,      249.86300,ScSScSScS,       -0.80000,     3037.92000,        0.00000,        0.62000,0,        2.50000,       23.70000,        2.03000,        0.00000,        0.00000,        0.06000,        0.11000,        0.21000,        0.34000,       -0.00000,       19.43000,        2.02000,        0.78000,        1.00000,       49.35000,       27.90000,        0.85000,        0.13000,0,       36.80000,0
TEIG,IU,       47.45800,       20.22600,      -88.27600,      -21.99900,      -65.71900,      276.20000,        7.00000,19970123021519.78906,      330.69300,      151.08100,ScSScSScSScS,        4.10000,     3729.55000,        0.00000,        0.94000,0,        5.50000,       19.30000,        3.40000,        0.00000,        0.00000,        0.03000,        0.20000,        0.28000,        0.10000,        0.19000,        4.79000,        1.21000,        0.95000,        0.99000,       31.73000,       27.90000,        0.19000,        0.73000,0,       35.60000,0
DPC,CZ,      101.82900,       50.35800,       16.41100,      -21.99900,      -65.71900,      276.20000,        7.00000,19970123021519.78906,       40.40700,      249.86300,ScSScSScSScS,       -2.40000,     3907.74000,        0.00000,        0.62000,0,       -1.30000,       14.70000,        3.41000,        0.00000,        0.00000,        0.11000,        0.14000,        0.40000,        0.11000,        0.23000,        9.67000,        1.44000,        0.92000,        0.98000,       37.00000,       27.90000,        0.39000,        0.29000,0,       36.80000,0
GSC,CI,       74.83200,       35.30200,     -116.80600,      -21.99900,      -65.71900,      276.20000,        7.00000,19970123021519.78906,      318.72600,      131.56500,ScSScSScSScS,       15.20000,     3801.85000,        0.00000,        0.85000,0,       16.80000,       27.20000,        3.34000,        0.00000,        0.00000,        0.11000,        0.11000,        0.24000,        0.27000,        0.63000,        0.90000,        0.90000,        0.59000,        0.99000,       23.98000,       27.90000,       -0.10000,        0.20000,0,       26.40000,0
GRC1,GR,       98.37400,       48.99600,       11.52100,      -21.99900,      -65.71900,      276.20000,        7.00000,19970123021519.78906,       40.48200,      246.13100,ScSScSScSScSScS,      -14.70000,     4783.54000,        0.00000,        0.63000,0,      -13.70000,        2.50000,        3.49000,        0.00000,        0.00000,        0.05000,        0.08000,        0.26000,        0.20000,        0.18000,       10.05000,        1.45000,        0.92000,        1.00000,       37.41000,       27.90000,        0.40000,        0.74000,1,       36.80000,0
TRRB,BL,       70.09900,      -22.15400,      -43.19600,       18.68400,     -101.60400,       70.00000,        6.50000,19970522075055.30859,      122.82700,      300.76000,SSSm,        1.50000,     4459.39000,        0.00000,       -0.30000,0,        4.90000,       27.30000,        6.20000,        0.00000,        0.00000,        0.17000,        0.11000,        0.56000,        0.05000,       -0.00000,       20.90000,        4.06000,        0.76000,        0.94000,       51.91000,       24.10000,        1.36000,        0.05000,0,       36.80000,0
NATB,BL,       70.50600,      -21.05500,      -42.00400,       18.68400,     -101.60400,       70.00000,        6.50000,19970522075055.30859,      121.23000,      299.78600,SSSm,        1.80000,     4455.93000,        0.00000,       -0.31000,0,        5.20000,       27.60000,        1.41000,        0.00000,        0.00000,        0.15000,        0.18000,        0.33000,        0.50000,       -0.00000,       20.90000,        3.90000,        0.77000,        0.98000,       51.91000,       24.10000,        1.36000,        0.05000,0,       36.80000,0
