STA,NET,DIST,STA_LAT,STA_LON,EQ_LAT,EQ_LON,EQ_DEP,EQ_MAG,ORIG_TIME,AZ,BAZ,PHASE,DT,PREM,AMP,POLARITY,POLARITY_COFLAG,ONSET,ENDSET,SNR_AVE,SNR_PEAK_TROUGH,SNR_PEAK,MISFIT_SIG,MISFIT_PRE,MISFIT_POST,MISFIT_PRE2T,MISFIT_POST2T,TSTAR_FACTOR,STRETCH_FACTOR,CCC_SEW,CCC_GEW,RECORD_GAU,EW_GAU,GAU_MISFIT,WEIGHT,TRAFFIC_IN_NOISE,ONE_PERIOD,PERIOD_FLAG
W54A,TA,      106.70100,       35.08600,      -82.18600,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       58.54600,      253.39600,ScSScSScS,        8.30000,     3079.48000,        0.00001,        0.72000,0,       10.10000,       22.10000,        2.54000,        0.00000,        0.00000,        0.11000,        0.08000,        0.28000,        0.21000,        0.09000,        0.68000,        1.07000,        0.96000,        0.99000,       27.57000,       26.50000,        0.04000,        0.24000,0,       31.20000,0
I46A,TA,      106.75200,       43.94100,      -85.44700,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       48.94500,      254.09200,ScSScSScS,        5.90000,     3079.85000,        0.00001,        0.82000,0,        7.80000,       20.60000,        4.14000,        0.00000,        0.00000,        0.02000,        0.07000,        0.21000,        0.15000,        0.05000,        2.49000,        1.13000,        0.96000,        1.00000,       29.64000,       26.50000,        0.12000,        0.86000,0,       33.00000,0
Q51A,TA,      106.91800,       39.02600,      -83.34600,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       54.33100,      253.91900,ScSScSScS,        6.10000,     3080.71000,        0.00001,        0.77000,0,        7.70000,       20.90000,        2.29000,        0.00000,        0.00000,        0.03000,        0.20000,        0.67000,        0.20000,        0.33000,        3.39000,        1.19000,        0.95000,        1.00000,       30.70000,       26.50000,        0.16000,        0.36000,0,       33.60000,0
X55A,TA,      106.96200,       34.47000,      -81.63400,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       59.29700,      253.49200,ScSScSScS,        8.20000,     3080.89000,        0.00001,        0.71000,0,       10.00000,       22.20000,        2.49000,        0.00000,        0.00000,        0.01000,        0.07000,        0.09000,        0.07000,        0.05000,        1.21000,        1.07000,        0.96000,        1.00000,       28.16000,       26.50000,        0.06000,        0.58000,0,       31.00000,0
PAULI,CO,      107.00700,       34.82000,      -81.81000,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       58.92700,      253.58000,ScSScSScS,       10.40000,     3080.68000,        0.00001,        0.72000,0,       11.90000,       22.30000,        2.74000,        0.00000,        0.00000,        0.09000,        0.25000,        0.19000,        0.10000,        0.25000,        0.90000,        0.90000,        0.95000,        1.00000,       23.77000,       26.50000,       -0.10000,        0.26000,0,       27.00000,0
R52A,TA,      107.34000,       38.34000,      -82.64000,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       55.20500,      254.18700,ScSScSScS,        4.20000,     3082.57000,        0.00001,        0.76000,0,        5.60000,       20.20000,        2.68000,        0.00000,        0.00000,        0.05000,        0.04000,        0.74000,        0.17000,        0.63000,        6.07000,        1.32000,        0.93000,        0.99000,       34.00000,       26.50000,        0.28000,        0.32000,0,       36.80000,0
PNPO,CN,      107.43600,       48.59600,      -86.28500,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       44.08800,      254.91600,ScSScSScS,        4.90000,     3083.62000,        0.00000,        0.86000,0,        6.60000,       17.60000,        3.06000,        0.00000,        0.00000,        0.01000,        0.24000,        0.47000,        0.22000,        0.33000,        0.97000,        0.97000,        0.97000,        0.99000,       25.61000,       26.50000,       -0.03000,        0.49000,0,       28.60000,0
ACSO,US,      107.51600,       40.23200,      -82.98200,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       53.19800,      254.48500,ScSScSScS,        6.60000,     3083.99000,        0.00001,        0.78000,0,        8.20000,       21.40000,        2.44000,        0.00000,        0.00000,        0.04000,        0.08000,        0.43000,        0.08000,        0.60000,        3.29000,        1.18000,        0.95000,        0.99000,       30.58000,       26.50000,        0.15000,        0.57000,0,       33.60000,0
U55A,TA,      107.98300,       36.50200,      -81.04700,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       57.39300,      254.40300,ScSScSScS,        5.70000,     3086.51000,        0.00001,        0.73000,0,        6.90000,       21.90000,        4.14000,        0.00000,        0.00000,        0.04000,        0.22000,        0.26000,        0.14000,        0.42000,        6.45000,        1.35000,        0.92000,        1.00000,       34.50000,       26.50000,        0.30000,        0.79000,0,       36.80000,0
SC13,XI,      108.16800,       48.61000,      -85.26000,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       44.27000,      255.73100,ScSScSScS,        2.70000,     3087.25000,        0.00001,        0.86000,0,        4.10000,       18.10000,        2.30000,        0.00000,        0.00000,        0.03000,        0.19000,        0.10000,        0.32000,        0.45000,        4.74000,        1.25000,        0.95000,        0.99000,       32.35000,       26.50000,        0.22000,        0.23000,0,       36.40000,0
W57A,TA,      108.44800,       35.15300,      -79.99300,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       59.00000,      254.51500,ScSScSScS,        9.40000,     3089.05000,        0.00001,        0.72000,0,       11.00000,       21.80000,        2.19000,        0.00000,        0.00000,        0.02000,        0.20000,        0.30000,        0.14000,        0.22000,        0.94000,        0.93000,        0.96000,        0.99000,       24.81000,       26.50000,       -0.06000,        0.53000,0,       28.20000,0
M52A,TA,      109.04100,       41.54100,      -81.35700,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       52.19900,      255.85800,ScSScSScS,        7.60000,     3092.40000,        0.00001,        0.79000,0,        9.40000,       21.20000,        2.50000,        0.00000,        0.00000,        0.02000,        0.07000,        0.16000,        0.12000,        0.27000,        0.55000,        1.05000,        0.96000,        1.00000,       27.43000,       26.50000,        0.03000,        0.35000,0,       30.80000,0
RES,CN,      109.98400,       74.68900,      -94.89600,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       16.26800,      256.23100,ScSScSScS,       -7.20000,     3097.62000,        0.00001,        0.96000,0,       -5.60000,        8.00000,        4.26000,        0.00000,        0.00000,        0.03000,        0.11000,        0.16000,        0.16000,        0.15000,        4.14000,        1.23000,        0.98000,        0.99000,       31.61000,       26.50000,        0.19000,        0.88000,0,       34.80000,0
BRNJ,LD,      113.87200,       40.68300,      -74.56600,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       54.27100,      259.55100,ScSScSScS,        5.00000,     3119.54000,        0.00002,        0.77000,0,        6.40000,       21.00000,        2.40000,        0.00000,        0.00000,        0.04000,        0.07000,        0.34000,        0.16000,        0.38000,        5.79000,        1.31000,        0.93000,        1.00000,       33.66000,       26.50000,        0.27000,        0.57000,0,       36.80000,0
ODNJ,LD,      113.91400,       41.08300,      -74.60600,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       53.83500,      259.70200,ScSScSScS,        6.90000,     3119.79000,        0.00002,        0.77000,0,        8.40000,       22.00000,        2.61000,        0.00000,        0.00000,        0.03000,        0.13000,        0.29000,        0.18000,        0.30000,        3.84000,        1.21000,        0.94000,        0.99000,       31.25000,       26.50000,        0.18000,        0.60000,0,       35.40000,0
MCVT,LD,      115.54900,       43.95400,      -72.99200,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       50.92500,      262.00700,ScSScSScS,        2.10000,     3129.18000,        0.00001,        0.80000,0,        3.10000,       19.70000,        4.07000,        0.00000,        0.00000,        0.04000,        0.11000,        0.31000,        0.12000,        0.33000,        9.75000,        1.53000,        0.89000,        1.00000,       38.67000,       26.50000,        0.46000,        0.85000,0,       36.80000,0
STVI,PR,      116.95400,       18.35000,      -64.96000,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       80.41100,      253.05100,ScSScSScS,       10.70000,     3136.35000,        0.00001,        0.41000,0,       12.70000,       25.50000,        2.65000,        0.00000,        0.00000,        0.03000,        0.13000,        0.11000,        0.18000,        0.39000,        2.63000,        1.14000,        0.87000,        0.99000,       29.80000,       26.50000,        0.12000,        0.61000,0,       33.00000,0
BEAR,YT,       61.48900,      -74.55000,     -111.85000,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,      163.89700,      287.59200,ScSScSScS,        3.50000,     2873.97000,        0.00001,       -0.82000,0,        4.90000,       13.90000,        3.50000,        0.00000,        0.00000,        0.08000,        0.18000,        0.33000,        0.18000,        0.40000,        0.78000,        0.79000,        0.96000,        0.99000,       20.88000,       26.50000,       -0.21000,        0.51000,0,        1.20000,1
FALS,AK,       78.44800,       54.85600,     -163.41700,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,        8.03000,      192.86000,ScSScSScS,        1.40000,     2941.85000,        0.00001,        0.95000,0,        3.00000,       16.60000,        3.23000,        0.00000,        0.00000,        0.04000,        0.31000,        0.93000,        0.35000,        0.45000,        4.17000,        1.23000,        0.96000,        0.98000,       31.64000,       26.50000,        0.19000,        0.05000,0,       34.80000,0
FMP,CI,       79.46800,       33.71300,     -118.29400,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       46.49500,      233.28900,ScSScSScS,       10.30000,     2945.93000,        0.00001,        0.84000,0,       11.90000,       22.70000,        2.06000,        0.00000,        0.00000,        0.02000,        0.06000,        0.22000,        0.21000,        0.52000,        0.94000,        0.94000,        0.95000,        1.00000,       24.81000,       26.50000,       -0.06000,        0.49000,0,       28.20000,0
PACP,BK,       79.62500,       37.00800,     -121.28700,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       42.39400,      230.90100,ScSScSScS,       12.40000,     2946.40000,        0.00001,        0.88000,0,       13.60000,       21.80000,        8.51000,        0.00000,        0.00000,        0.10000,        0.31000,        0.22000,        0.25000,        1.05000,        0.70000,        0.71000,        0.91000,        0.99000,       18.78000,       26.50000,       -0.29000,        0.18000,0,       21.00000,0
CHF,CI,       80.01700,       34.33300,     -118.02600,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       46.12600,      233.37200,ScSScSScS,       13.10000,     2948.32000,        0.00001,        0.85000,0,       14.60000,       24.40000,        3.27000,        0.00000,        0.00000,        0.02000,        0.07000,        0.47000,        0.15000,        0.21000,        0.86000,        0.86000,        0.77000,        1.00000,       22.73000,       26.50000,       -0.14000,        0.71000,0,       25.00000,0
SLBS,IU,       80.07200,       23.68600,     -109.94400,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       59.06400,      239.53900,ScSScSScS,       16.70000,     2948.32000,        0.00000,        0.72000,0,       18.00000,       26.80000,        2.99000,        0.00000,        0.00000,        0.02000,        0.15000,        0.43000,        0.37000,        0.43000,        0.76000,        0.76000,        0.46000,        0.99000,       20.09000,       26.50000,       -0.24000,        0.10000,0,       23.20000,0
SMER,AZ,       80.07300,       33.45800,     -117.17100,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       47.26800,      234.04400,ScSScSScS,       13.60000,     2948.55000,        0.00001,        0.84000,0,       15.20000,       25.20000,        5.18000,        0.00000,        0.00000,        0.03000,        0.17000,        0.52000,        0.30000,        0.46000,        0.88000,        0.87000,        0.69000,        0.99000,       23.25000,       26.50000,       -0.12000,        0.48000,0,       26.00000,0
MONP2,AZ,       80.25400,       32.89200,     -116.42200,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       48.10500,      234.59500,ScSScSScS,       12.00000,     2949.32000,        0.00001,        0.83000,0,       13.70000,       25.70000,        1.78000,        0.00000,        0.00000,        0.02000,        0.20000,        0.45000,        0.29000,        0.24000,        0.64000,        1.06000,        0.81000,        1.00000,       27.53000,       26.50000,        0.04000,        0.06000,0,       31.20000,0
OMMB,NN,       81.36400,       37.61300,     -119.00100,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       42.99900,      232.29600,ScSScSScS,       14.40000,     2955.00000,        0.00001,        0.87000,0,       15.80000,       25.00000,        3.17000,        0.00000,        0.00000,        0.09000,        0.17000,        0.70000,        0.22000,        0.50000,        0.79000,        0.79000,        0.73000,        0.99000,       21.16000,       26.50000,       -0.20000,        0.22000,0,       23.60000,0
MB06,8E,       81.40200,       37.62000,     -119.05000,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       43.03500,      232.35800,ScSScSScS,       13.00000,     2954.88000,        0.00001,        0.87000,0,       14.70000,       26.10000,        3.28000,        0.00000,        0.00000,        0.04000,        0.07000,        0.49000,        0.27000,        0.26000,        0.99000,        0.99000,        0.73000,        0.99000,       26.13000,       26.50000,       -0.01000,        0.47000,0,       29.80000,0
MB10,8E,       81.41200,       37.64000,     -119.06000,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       43.00900,      232.34800,ScSScSScS,       14.40000,     2954.91000,        0.00001,        0.87000,0,       15.80000,       25.60000,        2.27000,        0.00000,        0.00000,        0.02000,        0.13000,        1.01000,        0.35000,        0.53000,        0.85000,        0.85000,        0.64000,        0.99000,       22.46000,       26.50000,       -0.15000,        0.05000,0,       25.60000,0
MB07,8E,       81.41300,       37.63000,     -119.05000,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       43.02200,      232.35700,ScSScSScS,       14.20000,     2954.91000,        0.00001,        0.87000,0,       15.60000,       25.20000,        4.12000,        0.00000,        0.00000,        0.09000,        0.23000,        0.54000,        0.35000,        0.34000,        0.83000,        0.82000,        0.75000,        0.99000,       21.93000,       26.50000,       -0.17000,        0.10000,0,       24.40000,0
MB02,8E,       81.41600,       37.63000,     -119.04000,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       43.03000,      232.36300,ScSScSScS,       14.80000,     2954.94000,        0.00001,        0.87000,0,       16.10000,       24.90000,        3.47000,        0.00000,        0.00000,        0.09000,        0.18000,        0.71000,        0.30000,        0.56000,        0.76000,        0.76000,        0.70000,        1.00000,       20.09000,       26.50000,       -0.24000,        0.06000,0,       23.20000,0
MB05,8E,       81.41600,       37.62000,     -119.03000,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       43.04400,      232.37200,ScSScSScS,       13.80000,     2954.94000,        0.00001,        0.87000,0,       15.30000,       25.50000,        2.47000,        0.00000,        0.00000,        0.09000,        0.29000,        0.41000,        0.40000,        0.23000,        0.89000,        0.88000,        0.77000,        0.98000,       23.50000,       26.50000,       -0.11000,        0.05000,0,       26.20000,0
MB04,8E,       81.43000,       37.63000,     -119.02000,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       43.03900,      232.37700,ScSScSScS,       12.30000,     2954.99000,        0.00001,        0.87000,0,       13.90000,       24.90000,        2.40000,        0.00000,        0.00000,        0.04000,        0.12000,        0.78000,        0.50000,        0.16000,        0.96000,        0.96000,        0.80000,        0.99000,       25.34000,       26.50000,       -0.04000,        0.05000,0,       28.60000,0
MB08,8E,       81.43200,       37.65000,     -119.03000,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       43.02100,      232.36800,ScSScSScS,       14.70000,     2955.02000,        0.00001,        0.87000,0,       16.10000,       25.10000,        3.63000,        0.00000,        0.00000,        0.09000,        0.21000,        0.67000,        0.35000,        0.54000,        0.78000,        0.78000,        0.71000,        0.99000,       20.88000,       26.50000,       -0.21000,        0.05000,0,        1.20000,1
WTNK,NN,       83.10200,       36.19200,     -115.01100,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       46.06300,      235.09600,ScSScSScS,       12.50000,     2961.98000,        0.00001,        0.85000,0,       14.30000,       26.30000,        2.15000,        0.00000,        0.00000,        0.03000,        0.23000,        0.37000,        0.26000,        0.39000,        0.83000,        1.05000,        0.73000,        0.99000,       27.75000,       26.50000,        0.05000,        0.32000,0,       31.20000,0
LCMT,UU,       84.80800,       37.01000,     -113.24000,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       46.24700,      236.24900,ScSScSScS,       13.80000,     2969.40000,        0.00001,        0.85000,0,       15.40000,       26.00000,        2.84000,        0.00000,        0.00000,        0.01000,        0.41000,        0.62000,        0.33000,        0.54000,        0.93000,        0.92000,        0.66000,        0.96000,       24.55000,       26.50000,       -0.07000,        0.05000,0,       27.20000,0
FORK,UW,       84.90700,       47.94700,     -124.56600,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       32.39700,      227.24100,ScSScSScS,        8.00000,     2970.34000,        0.00001,        0.93000,0,        9.40000,       19.20000,        1.99000,        0.00000,        0.00000,        0.03000,        0.18000,        0.55000,        0.17000,        0.54000,        0.85000,        0.84000,        0.96000,        0.99000,       22.46000,       26.50000,       -0.15000,        0.45000,0,       25.60000,0
E04D,TA,       84.99000,       46.55700,     -122.56700,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       34.35000,      228.87600,ScSScSScS,        7.60000,     2970.70000,        0.00001,        0.93000,0,        8.90000,       17.90000,        4.53000,        0.00000,        0.00000,        0.10000,        0.22000,        0.30000,        0.29000,        0.72000,        0.77000,        0.78000,        0.95000,        1.00000,       20.62000,       26.50000,       -0.22000,        0.17000,0,        1.20000,1
D04E,TA,       85.29500,       47.17900,     -122.77100,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       33.78700,      228.68000,ScSScSScS,        9.40000,     2972.10000,        0.00001,        0.93000,0,       10.70000,       18.90000,        2.15000,        0.00000,        0.00000,        0.04000,        0.25000,        0.12000,        0.18000,        0.49000,        0.71000,        0.72000,        0.93000,        0.99000,       19.05000,       26.50000,       -0.28000,        0.05000,0,       20.80000,0
PANH,CC,       85.66900,       46.85900,     -121.64300,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       34.53700,      229.56200,ScSScSScS,        4.40000,     2973.81000,        0.00001,        0.92000,0,        6.20000,       17.80000,        6.23000,        0.00000,        0.00000,        0.10000,        0.37000,        0.36000,        0.30000,        0.52000,        0.04000,        1.03000,        0.97000,        0.99000,       26.87000,       26.50000,        0.01000,        0.05000,0,       29.40000,0
D23,XT,       87.31600,       44.28000,     -115.87000,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       39.13100,      234.05000,ScSScSScS,        5.00000,     2981.82000,        0.00001,        0.90000,0,        7.00000,       19.80000,        1.91000,        0.00000,        0.00000,        0.02000,        0.07000,        0.53000,        0.14000,        0.42000,        2.53000,        1.14000,        0.96000,        1.00000,       29.68000,       26.50000,        0.12000,        0.20000,0,       33.00000,0
DLMT,IW,       89.79000,       45.36200,     -112.59600,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       39.52400,      236.26600,ScSScSScS,        8.60000,     2993.09000,        0.00001,        0.90000,0,       10.00000,       19.80000,        5.20000,        0.00000,        0.00000,        0.09000,        0.34000,        0.30000,        0.13000,        0.71000,        0.85000,        0.84000,        0.96000,        0.99000,       22.46000,       26.50000,       -0.15000,        0.17000,0,       25.60000,0
MLY,AK,       90.10100,       65.03000,     -150.74400,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       10.86500,      204.15000,ScSScSScS,       -2.80000,     2994.70000,        0.00001,        0.95000,0,       -0.90000,       12.10000,        2.00000,        0.00000,        0.00000,        0.02000,        0.15000,        0.61000,        0.26000,        0.49000,        2.73000,        1.15000,        0.98000,        1.00000,       29.93000,       26.50000,        0.13000,        0.08000,0,       33.80000,0
T25A,TA,       90.85100,       37.13900,     -104.41100,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       49.73300,      241.60400,ScSScSScS,       13.30000,     2998.05000,        0.00001,        0.81000,0,       14.80000,       25.40000,        3.41000,        0.00000,        0.00000,        0.02000,        0.08000,        0.44000,        0.38000,        0.18000,        0.92000,        0.91000,        0.73000,        1.00000,       24.29000,       26.50000,       -0.08000,        0.08000,0,       27.20000,0
STN18,NX,       96.20900,       36.42000,      -96.65000,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       53.17200,      246.11100,ScSScSScS,       10.40000,     3024.03000,        0.00001,        0.78000,0,       12.10000,       23.10000,        1.78000,        0.00000,        0.00000,        0.01000,        0.08000,        0.64000,        0.13000,        0.15000,        0.97000,        0.96000,        0.92000,        1.00000,       25.61000,       26.50000,       -0.03000,        0.36000,0,       28.60000,0
LCAR,AG,      100.09800,       36.07000,      -91.15400,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       55.17200,      248.97700,ScSScSScS,        9.80000,     3044.34000,        0.00001,        0.76000,0,       11.40000,       21.40000,        2.88000,        0.00000,        0.00000,        0.09000,        0.33000,        0.86000,        0.14000,        0.35000,        0.88000,        0.88000,        0.96000,        0.97000,       23.25000,       26.50000,       -0.12000,        0.05000,0,       26.00000,0
HBAR,NM,      100.29100,       35.55500,      -90.65700,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       55.80600,      249.15500,ScSScSScS,        9.20000,     3045.34000,        0.00001,        0.75000,0,       10.70000,       20.90000,        2.97000,        0.00000,        0.00000,        0.10000,        0.32000,        0.65000,        0.30000,        0.28000,        0.89000,        0.88000,        0.96000,        0.99000,       23.50000,       26.50000,       -0.11000,        0.05000,0,       26.20000,0
MG09,XO,      101.30500,       37.56000,      -90.35000,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       54.02100,      249.75400,ScSScSScS,        6.40000,     3050.25000,        0.00001,        0.77000,0,        8.30000,       20.90000,        6.75000,        0.00000,        0.00000,        0.11000,        0.31000,        0.34000,        0.20000,        0.08000,        2.09000,        1.13000,        0.96000,        1.00000,       29.17000,       26.50000,        0.10000,        0.19000,0,       32.20000,0
FVM,NM,      101.31500,       37.98100,      -90.42700,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       53.56400,      249.71200,ScSScSScS,       11.00000,     3050.72000,        0.00001,        0.78000,0,       12.30000,       20.70000,        3.34000,        0.00000,        0.00000,        0.09000,        0.26000,        0.68000,        0.30000,        0.48000,        0.72000,        0.72000,        0.93000,        0.99000,       19.31000,       26.50000,       -0.27000,        0.09000,0,       21.60000,0
SM38,XI,      101.54700,       44.24000,      -93.31000,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       46.84100,      249.25100,ScSScSScS,        8.10000,     3051.62000,        0.00001,        0.84000,0,        9.60000,       19.40000,        1.75000,        0.00000,        0.00000,        0.01000,        0.21000,        0.56000,        0.09000,        0.57000,        0.86000,        0.85000,        0.96000,        0.99000,       22.73000,       26.50000,       -0.14000,        0.42000,0,       25.60000,0
Q47A,TA,      104.59500,       38.93600,      -86.42600,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       53.69300,      252.16200,ScSScSScS,        8.20000,     3068.14000,        0.00001,        0.78000,0,        9.70000,       20.30000,        3.38000,        0.00000,        0.00000,        0.09000,        0.34000,        0.38000,        0.10000,        0.34000,        0.92000,        0.91000,        0.96000,        0.99000,       24.29000,       26.50000,       -0.08000,        0.14000,0,       27.20000,0
355A,TA,      105.06000,       31.34400,      -82.85200,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       62.07900,      252.06500,ScSScSScS,        8.70000,     3070.53000,        0.00001,        0.68000,0,       10.50000,       22.70000,        2.06000,        0.00000,        0.00000,        0.02000,        0.19000,        0.33000,        0.32000,        0.25000,        1.05000,        1.07000,        0.96000,        1.00000,       27.98000,       26.50000,        0.06000,        0.05000,0,       31.00000,0
MKAR,KZ,      113.51700,       46.79400,       82.29000,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,      312.56500,       99.03900,ScSScSScS,       13.90000,     3116.75000,        0.00000,        0.38000,0,       15.70000,       27.50000,        4.55000,        0.00000,        0.00000,        0.09000,        0.28000,        0.33000,        0.22000,        0.23000,        0.51000,        1.02000,        0.67000,        0.97000,       27.38000,       26.50000,        0.03000,        0.31000,0,       30.80000,0
TKD,BO,       74.15100,       32.81800,      131.38700,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,      316.75900,      131.45100,ScSScSScSScS,        0.90000,     3821.17000,        0.00000,        0.47000,0,        2.70000,       14.30000,        2.77000,        0.00000,        0.00000,        0.02000,        0.15000,        0.38000,        0.08000,        0.37000,        0.04000,        1.02000,        0.98000,        0.99000,       26.87000,       26.50000,        0.01000,        0.63000,0,       29.40000,0
AKMO,AV,       77.39100,       54.09000,     -166.01300,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,        6.67200,      190.46800,ScSScSScSScS,       -1.60000,     3832.91000,        0.00000,        0.95000,0,        0.00000,       11.00000,        2.72000,        0.00000,        0.00000,        0.10000,        0.23000,        0.18000,        0.04000,        0.37000,        0.96000,        0.96000,        0.98000,        0.98000,       25.34000,       26.50000,       -0.04000,        0.27000,0,       28.60000,0
AKUT,AT,       77.46100,       54.13500,     -165.77200,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,        6.80600,      190.69200,ScSScSScSScS,       -4.80000,     3832.47000,        0.00000,        0.95000,0,       -3.20000,       10.00000,        7.02000,        0.00000,        0.00000,        0.06000,        0.20000,        0.06000,        0.07000,        0.27000,        3.20000,        1.16000,        0.98000,        0.98000,       30.48000,       26.50000,        0.15000,        0.87000,0,       33.60000,0
MCCM,BK,       79.31600,       38.14500,     -122.88000,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       40.61800,      229.52300,ScSScSScSScS,        5.50000,     3838.47000,        0.00000,        0.89000,0,        6.90000,       21.30000,        2.33000,        0.00000,        0.00000,        0.11000,        0.26000,        0.45000,        0.16000,        0.47000,        5.64000,        1.29000,        0.92000,        0.96000,       33.47000,       26.50000,        0.26000,        0.12000,0,       36.80000,0
O02D,TA,       80.69000,       40.17700,     -122.78800,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       39.10000,      229.31800,ScSScSScSScS,       10.50000,     3843.14000,        0.00000,        0.90000,0,       12.20000,       24.00000,        2.33000,        0.00000,        0.00000,        0.03000,        0.15000,        0.32000,        0.18000,        0.26000,        0.30000,        1.05000,        0.91000,        1.00000,       27.16000,       26.50000,        0.03000,        0.55000,0,       30.20000,0
OMMB,NN,       81.36400,       37.61300,     -119.00100,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       42.99900,      232.29600,ScSScSScSScS,       11.30000,     3846.16000,        0.00000,        0.87000,0,       13.20000,       25.40000,        2.53000,        0.00000,        0.00000,        0.02000,        0.21000,        0.28000,        0.11000,        0.25000,        1.43000,        1.09000,        0.84000,        0.99000,       28.41000,       26.50000,        0.07000,        0.55000,0,       31.00000,0
MB02,8E,       81.41600,       37.63000,     -119.04000,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       43.03000,      232.36300,ScSScSScSScS,       12.10000,     3846.11000,        0.00001,        0.87000,0,       13.80000,       25.20000,        2.82000,        0.00000,        0.00000,        0.02000,        0.26000,        0.22000,        0.18000,        0.36000,        1.00000,        0.99000,        0.80000,        0.99000,       26.38000,       26.50000,       -0.00000,        0.45000,0,       29.80000,0
M02C,TA,       81.44500,       41.39200,     -122.85400,      -23.00900,     -177.23200,      173.70000,        7.40000,20130523171904.83984,       38.13700,      229.12500,ScSScSScSScS,        7.20000,     3845.74000,        0.00000,        0.90000,0,        8.40000,       23.40000,        4.09000,        0.00000,        0.00000,        0.06000,        0.15000,        0.22000,        0.07000,        0.43000,        6.59000,        1.34000,        0.92000,        0.99000,       34.67000,       26.50000,        0.31000,        0.80000,0,       36.80000,0
